gid,x,y,z
1923,-9.14286,2.14286,-2.14286
1924,-9.14286,2.14286,-1.78571
1925,-9.14286,2.14286,-1.42857
1926,-9.14286,2.14286,-1.07143
1927,-9.14286,2.14286,-0.714286
1928,-9.14286,2.14286,-0.357143
1929,-9.14286,2.14286,-0
1930,-9.14286,2.14286,0.357143
1931,-9.14286,2.14286,0.714286
1932,-9.14286,2.14286,1.07143
1933,-9.14286,2.14286,1.42857
1934,-9.14286,2.14286,1.78571
1935,-9.14286,2.14286,2.14286
1936,-9.14286,2.14286,2.5
1937,-9.14286,2.14286,3.5
1938,-9.14286,2.85714,-3.5
1939,-9.14286,2.85714,-2.5
1940,-9.14286,2.85714,-2.14286
1941,-9.14286,2.85714,-1.78571
1942,-9.14286,2.85714,-1.42857
1943,-9.14286,2.85714,-1.07143
1944,-9.14286,2.85714,-0.714286
1945,-9.14286,2.85714,-0.357143
1946,-9.14286,2.85714,-0
1947,-9.14286,2.85714,0.357143
1948,-9.14286,2.85714,0.714286
1949,-9.14286,2.85714,1.07143
1950,-9.14286,2.85714,1.42857
1951,-9.14286,2.85714,1.78571
1952,-9.14286,2.85714,2.14286
1953,-9.14286,2.85714,2.5
1954,-9.14286,2.85714,3.5
1955,-9.14286,3.57143,-3.5
1956,-9.14286,3.57143,-2.5
1957,-9.14286,3.57143,-2.14286
1958,-9.14286,3.57143,-1.78571
1959,-9.14286,3.57143,-1.42857
1960,-9.14286,3.57143,-1.07143
1961,-9.14286,3.57143,-0.714286
1962,-9.14286,3.57143,-0.357143
1963,-9.14286,3.57143,-0
1964,-9.14286,3.57143,0.357143
1965,-9.14286,3.57143,0.714286
1966,-9.14286,3.57143,1.07143
1967,-9.14286,3.57143,1.42857
1968,-9.14286,3.57143,1.78571
1969,-9.14286,3.57143,2.14286
1970,-9.14286,3.57143,2.5
1971,-9.14286,3.57143,3.5
1972,-9.14286,4.28571,-3.5
1973,-9.14286,4.28571,-2.5
1974,-9.14286,4.28571,-2.14286
1975,-9.14286,4.28571,-1.78571
1976,-9.14286,4.28571,-1.42857
1977,-9.14286,4.28571,-1.07143
1978,-9.14286,4.28571,-0.714286
1979,-9.14286,4.28571,-0.357143
1980,-9.14286,4.28571,-0
1981,-9.14286,4.28571,0.357143
1982,-9.14286,4.28571,0.714286
1983,-9.14286,4.28571,1.07143
1984,-9.14286,4.28571,1.42857
1985,-9.14286,4.28571,1.78571
1986,-9.14286,4.28571,2.14286
1987,-9.14286,4.28571,2.5
1988,-9.14286,4.28571,3.5
1989,-9.14286,5,-3.5
1990,-9.14286,5,-2.5
1991,-9.14286,5,-2.14286
1992,-9.14286,5,-1.78571
1993,-9.14286,5,-1.42857
1994,-9.14286,5,-1.07143
1995,-9.14286,5,-0.714286
1996,-9.14286,5,-0.357143
1997,-9.14286,5,-0
1998,-9.14286,5,0.357143
1999,-9.14286,5,0.714286
2000,-9.14286,5,1.07143
2001,-9.14286,5,1.42857
2002,-9.14286,5,1.78571
2003,-9.14286,5,2.14286
2004,-9.14286,5,2.5
2005,-9.14286,5,3.5
2006,-9.14286,6,-3.5
2007,-9.14286,6,-2.5
2008,-9.14286,6,-2.14286
2009,-9.14286,6,-1.78571
2010,-9.14286,6,-1.42857
2011,-9.14286,6,-1.07143
2012,-9.14286,6,-0.714286
2013,-9.14286,6,-0.357143
2014,-9.14286,6,-0
2015,-9.14286,6,0.357143
2016,-9.14286,6,0.714286
2017,-9.14286,6,1.07143
2018,-9.14286,6,1.42857
2019,-9.14286,6,1.78571
2020,-9.14286,6,2.14286
2021,-9.14286,6,2.5
2022,-9.14286,6,3.5
2023,-8.42857,-6,-3.5
2024,-8.42857,-6,-2.5
2025,-8.42857,-6,-2.14286
2026,-8.42857,-6,-1.78571
2027,-8.42857,-6,-1.42857
2028,-8.42857,-6,-1.07143
2029,-8.42857,-6,-0.714286
2030,-8.42857,-6,-0.357143
2031,-8.42857,-6,-0
2032,-8.42857,-6,0.357143
2033,-8.42857,-6,0.714286
2034,-8.42857,-6,1.07143
2035,-8.42857,-6,1.42857
2036,-8.42857,-6,1.78571
2037,-8.42857,-6,2.14286
2038,-8.42857,-6,2.5
2039,-8.42857,-6,3.5
2040,-8.42857,-5,-3.5
2041,-8.42857,-5,-2.5
2042,-8.42857,-5,-2.14286
2043,-8.42857,-5,-1.78571
2044,-8.42857,-5,-1.42857
2045,-8.42857,-5,-1.07143
2046,-8.42857,-5,-0.714286
2047,-8.42857,-5,-0.357143
2048,-8.42857,-5,-0
2049,-8.42857,-5,0.357143
2050,-8.42857,-5,0.714286
2051,-8.42857,-5,1.07143
2052,-8.42857,-5,1.42857
2053,-8.42857,-5,1.78571
2054,-8.42857,-5,2.14286
2055,-8.42857,-5,2.5
2056,-8.42857,-5,3.5
2057,-8.42857,-4.28571,-3.5
2058,-8.42857,-4.28571,-2.5
2059,-8.42857,-4.28571,-2.14286
2060,-8.42857,-4.28571,-1.78571
2061,-8.42857,-4.28571,-1.42857
2062,-8.42857,-4.28571,-1.07143
2063,-8.42857,-4.28571,-0.714286
2064,-8.42857,-4.28571,-0.357143
2065,-8.42857,-4.28571,-0
2066,-8.42857,-4.28571,0.357143
2067,-8.42857,-4.28571,0.714286
2068,-8.42857,-4.28571,1.07143
2069,-8.42857,-4.28571,1.42857
2070,-8.42857,-4.28571,1.78571
2071,-8.42857,-4.28571,2.14286
2072,-8.42857,-4.28571,2.5
2073,-8.42857,-4.28571,3.5
2074,-8.42857,-3.57143,-3.5
2075,-8.42857,-3.57143,-2.5
2076,-8.42857,-3.57143,-2.14286
2077,-8.42857,-3.57143,-1.78571
2078,-8.42857,-3.57143,-1.42857
2079,-8.42857,-3.57143,-1.07143
2080,-8.42857,-3.57143,-0.714286
2081,-8.42857,-3.57143,-0.357143
2082,-8.42857,-3.57143,-0
2083,-8.42857,-3.57143,0.357143
2084,-8.42857,-3.57143,0.714286
2085,-8.42857,-3.57143,1.07143
2086,-8.42857,-3.57143,1.42857
2087,-8.42857,-3.57143,1.78571
2088,-8.42857,-3.57143,2.14286
2089,-8.42857,-3.57143,2.5
2090,-8.42857,-3.57143,3.5
2091,-8.42857,-2.85714,-3.5
2092,-8.42857,-2.85714,-2.5
2093,-8.42857,-2.85714,-2.14286
2094,-8.42857,-2.85714,-1.78571
2095,-8.42857,-2.85714,-1.42857
2096,-8.42857,-2.85714,-1.07143
2097,-8.42857,-2.85714,-0.714286
2098,-8.42857,-2.85714,-0.357143
2099,-8.42857,-2.85714,-0
2100,-8.42857,-2.85714,0.357143
2101,-8.42857,-2.85714,0.714286
2102,-8.42857,-2.85714,1.07143
2103,-8.42857,-2.85714,1.42857
2104,-8.42857,-2.85714,1.78571
2105,-8.42857,-2.85714,2.14286
2106,-8.42857,-2.85714,2.5
2107,-8.42857,-2.85714,3.5
2108,-8.42857,-2.14286,-3.5
2109,-8.42857,-2.14286,-2.5
2110,-8.42857,-2.14286,-2.14286
2111,-8.42857,-2.14286,-1.78571
2112,-8.42857,-2.14286,-1.42857
2113,-8.42857,-2.14286,-1.07143
2114,-8.42857,-2.14286,-0.714286
2115,-8.42857,-2.14286,-0.357143
2116,-8.42857,-2.14286,-0
2117,-8.42857,-2.14286,0.357143
2118,-8.42857,-2.14286,0.714286
2119,-8.42857,-2.14286,1.07143
2120,-8.42857,-2.14286,1.42857
2121,-8.42857,-2.14286,1.78571
2122,-8.42857,-2.14286,2.14286
2123,-8.42857,-2.14286,2.5
2124,-8.42857,-2.14286,3.5
2125,-8.42857,-1.42857,-3.5
2126,-8.42857,-1.42857,-2.5
2127,-8.42857,-1.42857,-2.14286
2128,-8.42857,-1.42857,-1.78571
2129,-8.42857,-1.42857,-1.42857
2130,-8.42857,-1.42857,-1.07143
2131,-8.42857,-1.42857,-0.714286
2132,-8.42857,-1.42857,-0.357143
2133,-8.42857,-1.42857,-0
2134,-8.42857,-1.42857,0.357143
2135,-8.42857,-1.42857,0.714286
2136,-8.42857,-1.42857,1.07143
2137,-8.42857,-1.42857,1.42857
2138,-8.42857,-1.42857,1.78571
2139,-8.42857,-1.42857,2.14286
2140,-8.42857,-1.42857,2.5
2141,-8.42857,-1.42857,3.5
2142,-8.42857,-0.714286,-3.5
2143,-8.42857,-0.714286,-2.5
2144,-8.42857,-0.714286,-2.14286
2145,-8.42857,-0.714286,-1.78571
2146,-8.42857,-0.714286,-1.42857
2147,-8.42857,-0.714286,-1.07143
2148,-8.42857,-0.714286,-0.714286
2149,-8.42857,-0.714286,-0.357143
2150,-8.42857,-0.714286,-0
2151,-8.42857,-0.714286,0.357143
2152,-8.42857,-0.714286,0.714286
2153,-8.42857,-0.714286,1.07143
2154,-8.42857,-0.714286,1.42857
2155,-8.42857,-0.714286,1.78571
2156,-8.42857,-0.714286,2.14286
2157,-8.42857,-0.714286,2.5
2158,-8.42857,-0.714286,3.5
2159,-8.42857,-0,-3.5
2160,-8.42857,-0,-2.5
2161,-8.42857,-0,-2.14286
2162,-8.42857,-0,-1.78571
2163,-8.42857,-0,-1.42857
2164,-8.42857,-0,-1.07143
2165,-8.42857,-0,-0.714286
2166,-8.42857,-0,-0.357143
2167,-8.42857,-0,-0
2168,-8.42857,-0,0.357143
2169,-8.42857,-0,0.714286
2170,-8.42857,-0,1.07143
2171,-8.42857,-0,1.42857
2172,-8.42857,-0,1.78571
2173,-8.42857,-0,2.14286
2174,-8.42857,-0,2.5
2175,-8.42857,-0,3.5
2176,-8.42857,0.714286,-3.5
2177,-8.42857,0.714286,-2.5
2178,-8.42857,0.714286,-2.14286
2179,-8.42857,0.714286,-1.78571
2180,-8.42857,0.714286,-1.42857
2181,-8.42857,0.714286,-1.07143
2182,-8.42857,0.714286,-0.714286
2183,-8.42857,0.714286,-0.357143
2184,-8.42857,0.714286,-0
2185,-8.42857,0.714286,0.357143
2186,-8.42857,0.714286,0.714286
2187,-8.42857,0.714286,1.07143
2188,-8.42857,0.714286,1.42857
2189,-8.42857,0.714286,1.78571
2190,-8.42857,0.714286,2.14286
2191,-8.42857,0.714286,2.5
2192,-8.42857,0.714286,3.5
2193,-8.42857,1.42857,-3.5
2194,-8.42857,1.42857,-2.5
2195,-8.42857,1.42857,-2.14286
2196,-8.42857,1.42857,-1.78571
2197,-8.42857,1.42857,-1.42857
2198,-8.42857,1.42857,-1.07143
2199,-8.42857,1.42857,-0.714286
2200,-8.42857,1.42857,-0.357143
2201,-8.42857,1.42857,-0
2202,-8.42857,1.42857,0.357143
2203,-8.42857,1.42857,0.714286
2204,-8.42857,1.42857,1.07143
2205,-8.42857,1.42857,1.42857
2206,-8.42857,1.42857,1.78571
2207,-8.42857,1.42857,2.14286
2208,-8.42857,1.42857,2.5
2209,-8.42857,1.42857,3.5
2210,-8.42857,2.14286,-3.5
2211,-8.42857,2.14286,-2.5
2212,-8.42857,2.14286,-2.14286
2213,-8.42857,2.14286,-1.78571
2214,-8.42857,2.14286,-1.42857
2215,-8.42857,2.14286,-1.07143
2216,-8.42857,2.14286,-0.714286
2217,-8.42857,2.14286,-0.357143
2218,-8.42857,2.14286,-0
2219,-8.42857,2.14286,0.357143
2220,-8.42857,2.14286,0.714286
2221,-8.42857,2.14286,1.07143
2222,-8.42857,2.14286,1.42857
2223,-8.42857,2.14286,1.78571
2224,-8.42857,2.14286,2.14286
2225,-8.42857,2.14286,2.5
2226,-8.42857,2.14286,3.5
2227,-8.42857,2.85714,-3.5
2228,-8.42857,2.85714,-2.5
2229,-8.42857,2.85714,-2.14286
2230,-8.42857,2.85714,-1.78571
2231,-8.42857,2.85714,-1.42857
2232,-8.42857,2.85714,-1.07143
2233,-8.42857,2.85714,-0.714286
2234,-8.42857,2.85714,-0.357143
2235,-8.42857,2.85714,-0
2236,-8.42857,2.85714,0.357143
2237,-8.42857,2.85714,0.714286
2238,-8.42857,2.85714,1.07143
2239,-8.42857,2.85714,1.42857
2240,-8.42857,2.85714,1.78571
2241,-8.42857,2.85714,2.14286
2242,-8.42857,2.85714,2.5
2243,-8.42857,2.85714,3.5
2244,-8.42857,3.57143,-3.5
2245,-8.42857,3.57143,-2.5
2246,-8.42857,3.57143,-2.14286
2247,-8.42857,3.57143,-1.78571
2248,-8.42857,3.57143,-1.42857
2249,-8.42857,3.57143,-1.07143
2250,-8.42857,3.57143,-0.714286
2251,-8.42857,3.57143,-0.357143
2252,-8.42857,3.57143,-0
2253,-8.42857,3.57143,0.357143
2254,-8.42857,3.57143,0.714286
2255,-8.42857,3.57143,1.07143
2256,-8.42857,3.57143,1.42857
2257,-8.42857,3.57143,1.78571
2258,-8.42857,3.57143,2.14286
2259,-8.42857,3.57143,2.5
2260,-8.42857,3.57143,3.5
2261,-8.42857,4.28571,-3.5
2262,-8.42857,4.28571,-2.5
2263,-8.42857,4.28571,-2.14286
2264,-8.42857,4.28571,-1.78571
2265,-8.42857,4.28571,-1.42857
2266,-8.42857,4.28571,-1.07143
2267,-8.42857,4.28571,-0.714286
2268,-8.42857,4.28571,-0.357143
2269,-8.42857,4.28571,-0
2270,-8.42857,4.28571,0.357143
2271,-8.42857,4.28571,0.714286
2272,-8.42857,4.28571,1.07143
2273,-8.42857,4.28571,1.42857
2274,-8.42857,4.28571,1.78571
2275,-8.42857,4.28571,2.14286
2276,-8.42857,4.28571,2.5
2277,-8.42857,4.28571,3.5
2278,-8.42857,5,-3.5
2279,-8.42857,5,-2.5
2280,-8.42857,5,-2.14286
2281,-8.42857,5,-1.78571
2282,-8.42857,5,-1.42857
2283,-8.42857,5,-1.07143
2284,-8.42857,5,-0.714286
2285,-8.42857,5,-0.357143
2286,-8.42857,5,-0
2287,-8.42857,5,0.357143
2288,-8.42857,5,0.714286
2289,-8.42857,5,1.07143
2290,-8.42857,5,1.42857
2291,-8.42857,5,1.78571
2292,-8.42857,5,2.14286
2293,-8.42857,5,2.5
2294,-8.42857,5,3.5
2295,-8.42857,6,-3.5
2296,-8.42857,6,-2.5
2297,-8.42857,6,-2.14286
2298,-8.42857,6,-1.78571
2299,-8.42857,6,-1.42857
2300,-8.42857,6,-1.07143
2301,-8.42857,6,-0.714286
2302,-8.42857,6,-0.357143
2303,-8.42857,6,-0
2304,-8.42857,6,0.357143
2305,-8.42857,6,0.714286
2306,-8.42857,6,1.07143
2307,-8.42857,6,1.42857
2308,-8.42857,6,1.78571
2309,-8.42857,6,2.14286
2310,-8.42857,6,2.5
2311,-8.42857,6,3.5
2312,-7.71429,-6,-3.5
2313,-7.71429,-6,-2.5
2314,-7.71429,-6,-2.14286
2315,-7.71429,-6,-1.78571
2316,-7.71429,-6,-1.42857
2317,-7.71429,-6,-1.07143
2318,-7.71429,-6,-0.714286
2319,-7.71429,-6,-0.357143
2320,-7.71429,-6,-0
2321,-7.71429,-6,0.357143
2322,-7.71429,-6,0.714286
2323,-7.71429,-6,1.07143
2324,-7.71429,-6,1.42857
2325,-7.71429,-6,1.78571
2326,-7.71429,-6,2.14286
2327,-7.71429,-6,2.5
2328,-7.71429,-6,3.5
2329,-7.71429,-5,-3.5
2330,-7.71429,-5,-2.5
2331,-7.71429,-5,-2.14286
2332,-7.71429,-5,-1.78571
2333,-7.71429,-5,-1.42857
2334,-7.71429,-5,-1.07143
2335,-7.71429,-5,-0.714286
2336,-7.71429,-5,-0.357143
2337,-7.71429,-5,-0
2338,-7.71429,-5,0.357143
2339,-7.71429,-5,0.714286
2340,-7.71429,-5,1.07143
2341,-7.71429,-5,1.42857
2342,-7.71429,-5,1.78571
2343,-7.71429,-5,2.14286
2344,-7.71429,-5,2.5
2345,-7.71429,-5,3.5
2346,-7.71429,-4.28571,-3.5
2347,-7.71429,-4.28571,-2.5
2348,-7.71429,-4.28571,-2.14286
2349,-7.71429,-4.28571,-1.78571
2350,-7.71429,-4.28571,-1.42857
2351,-7.71429,-4.28571,-1.07143
2352,-7.71429,-4.28571,-0.714286
2353,-7.71429,-4.28571,-0.357143
2354,-7.71429,-4.28571,-0
2355,-7.71429,-4.28571,0.357143
2356,-7.71429,-4.28571,0.714286
2357,-7.71429,-4.28571,1.07143
2358,-7.71429,-4.28571,1.42857
2359,-7.71429,-4.28571,1.78571
2360,-7.71429,-4.28571,2.14286
2361,-7.71429,-4.28571,2.5
2362,-7.71429,-4.28571,3.5
2363,-7.71429,-3.57143,-3.5
2364,-7.71429,-3.57143,-2.5
2365,-7.71429,-3.57143,-2.14286
2366,-7.71429,-3.57143,-1.78571
2367,-7.71429,-3.57143,-1.42857
2368,-7.71429,-3.57143,-1.07143
2369,-7.71429,-3.57143,-0.714286
2370,-7.71429,-3.57143,-0.357143
2371,-7.71429,-3.57143,-0
2372,-7.71429,-3.57143,0.357143
2373,-7.71429,-3.57143,0.714286
2374,-7.71429,-3.57143,1.07143
2375,-7.71429,-3.57143,1.42857
2376,-7.71429,-3.57143,1.78571
2377,-7.71429,-3.57143,2.14286
2378,-7.71429,-3.57143,2.5
2379,-7.71429,-3.57143,3.5
2380,-7.71429,-2.85714,-3.5
2381,-7.71429,-2.85714,-2.5
2382,-7.71429,-2.85714,-2.14286
2383,-7.71429,-2.85714,-1.78571
2384,-7.71429,-2.85714,-1.42857
2385,-7.71429,-2.85714,-1.07143
2386,-7.71429,-2.85714,-0.714286
2387,-7.71429,-2.85714,-0.357143
2388,-7.71429,-2.85714,-0
2389,-7.71429,-2.85714,0.357143
2390,-7.71429,-2.85714,0.714286
2391,-7.71429,-2.85714,1.07143
2392,-7.71429,-2.85714,1.42857
2393,-7.71429,-2.85714,1.78571
2394,-7.71429,-2.85714,2.14286
2395,-7.71429,-2.85714,2.5
2396,-7.71429,-2.85714,3.5
2397,-7.71429,-2.14286,-3.5
2398,-7.71429,-2.14286,-2.5
2399,-7.71429,-2.14286,-2.14286
2400,-7.71429,-2.14286,-1.78571
2401,-7.71429,-2.14286,-1.42857
2402,-7.71429,-2.14286,-1.07143
2403,-7.71429,-2.14286,-0.714286
2404,-7.71429,-2.14286,-0.357143
2405,-7.71429,-2.14286,-0
2406,-7.71429,-2.14286,0.357143
2407,-7.71429,-2.14286,0.714286
2408,-7.71429,-2.14286,1.07143
2409,-7.71429,-2.14286,1.42857
2410,-7.71429,-2.14286,1.78571
2411,-7.71429,-2.14286,2.14286
2412,-7.71429,-2.14286,2.5
2413,-7.71429,-2.14286,3.5
2414,-7.71429,-1.42857,-3.5
2415,-7.71429,-1.42857,-2.5
2416,-7.71429,-1.42857,-2.14286
2417,-7.71429,-1.42857,-1.78571
2418,-7.71429,-1.42857,-1.42857
2419,-7.71429,-1.42857,-1.07143
2420,-7.71429,-1.42857,-0.714286
2421,-7.71429,-1.42857,-0.357143
2422,-7.71429,-1.42857,-0
2423,-7.71429,-1.42857,0.357143
2424,-7.71429,-1.42857,0.714286
2425,-7.71429,-1.42857,1.07143
2426,-7.71429,-1.42857,1.42857
2427,-7.71429,-1.42857,1.78571
2428,-7.71429,-1.42857,2.14286
2429,-7.71429,-1.42857,2.5
2430,-7.71429,-1.42857,3.5
2431,-7.71429,-0.714286,-3.5
2432,-7.71429,-0.714286,-2.5
2433,-7.71429,-0.714286,-2.14286
2434,-7.71429,-0.714286,-1.78571
2435,-7.71429,-0.714286,-1.42857
2436,-7.71429,-0.714286,-1.07143
2437,-7.71429,-0.714286,-0.714286
2438,-7.71429,-0.714286,-0.357143
2439,-7.71429,-0.714286,-0
2440,-7.71429,-0.714286,0.357143
2441,-7.71429,-0.714286,0.714286
2442,-7.71429,-0.714286,1.07143
2443,-7.71429,-0.714286,1.42857
2444,-7.71429,-0.714286,1.78571
2445,-7.71429,-0.714286,2.14286
2446,-7.71429,-0.714286,2.5
2447,-7.71429,-0.714286,3.5
2448,-7.71429,-0,-3.5
2449,-7.71429,-0,-2.5
2450,-7.71429,-0,-2.14286
2451,-7.71429,-0,-1.78571
2452,-7.71429,-0,-1.42857
2453,-7.71429,-0,-1.07143
2454,-7.71429,-0,-0.714286
2455,-7.71429,-0,-0.357143
2456,-7.71429,-0,-0
2457,-7.71429,-0,0.357143
2458,-7.71429,-0,0.714286
2459,-7.71429,-0,1.07143
2460,-7.71429,-0,1.42857
2461,-7.71429,-0,1.78571
2462,-7.71429,-0,2.14286
2463,-7.71429,-0,2.5
2464,-7.71429,-0,3.5
2465,-7.71429,0.714286,-3.5
2466,-7.71429,0.714286,-2.5
2467,-7.71429,0.714286,-2.14286
2468,-7.71429,0.714286,-1.78571
2469,-7.71429,0.714286,-1.42857
2470,-7.71429,0.714286,-1.07143
2471,-7.71429,0.714286,-0.714286
2472,-7.71429,0.714286,-0.357143
2473,-7.71429,0.714286,-0
2474,-7.71429,0.714286,0.357143
2475,-7.71429,0.714286,0.714286
2476,-7.71429,0.714286,1.07143
2477,-7.71429,0.714286,1.42857
2478,-7.71429,0.714286,1.78571
2479,-7.71429,0.714286,2.14286
2480,-7.71429,0.714286,2.5
2481,-7.71429,0.714286,3.5
2482,-7.71429,1.42857,-3.5
2483,-7.71429,1.42857,-2.5
2484,-7.71429,1.42857,-2.14286
2485,-7.71429,1.42857,-1.78571
2486,-7.71429,1.42857,-1.42857
2487,-7.71429,1.42857,-1.07143
2488,-7.71429,1.42857,-0.714286
2489,-7.71429,1.42857,-0.357143
2490,-7.71429,1.42857,-0
2491,-7.71429,1.42857,0.357143
2492,-7.71429,1.42857,0.714286
2493,-7.71429,1.42857,1.07143
2494,-7.71429,1.42857,1.42857
2495,-7.71429,1.42857,1.78571
2496,-7.71429,1.42857,2.14286
2497,-7.71429,1.42857,2.5
2498,-7.71429,1.42857,3.5
2499,-7.71429,2.14286,-3.5
2500,-7.71429,2.14286,-2.5
2501,-7.71429,2.14286,-2.14286
2502,-7.71429,2.14286,-1.78571
2503,-7.71429,2.14286,-1.42857
2504,-7.71429,2.14286,-1.07143
2505,-7.71429,2.14286,-0.714286
2506,-7.71429,2.14286,-0.357143
2507,-7.71429,2.14286,-0
2508,-7.71429,2.14286,0.357143
2509,-7.71429,2.14286,0.714286
2510,-7.71429,2.14286,1.07143
2511,-7.71429,2.14286,1.42857
2512,-7.71429,2.14286,1.78571
2513,-7.71429,2.14286,2.14286
2514,-7.71429,2.14286,2.5
2515,-7.71429,2.14286,3.5
2516,-7.71429,2.85714,-3.5
2517,-7.71429,2.85714,-2.5
2518,-7.71429,2.85714,-2.14286
2519,-7.71429,2.85714,-1.78571
2520,-7.71429,2.85714,-1.42857
2521,-7.71429,2.85714,-1.07143
2522,-7.71429,2.85714,-0.714286
2523,-7.71429,2.85714,-0.357143
2524,-7.71429,2.85714,-0
2525,-7.71429,2.85714,0.357143
2526,-7.71429,2.85714,0.714286
2527,-7.71429,2.85714,1.07143
2528,-7.71429,2.85714,1.42857
2529,-7.71429,2.85714,1.78571
2530,-7.71429,2.85714,2.14286
2531,-7.71429,2.85714,2.5
2532,-7.71429,2.85714,3.5
2533,-7.71429,3.57143,-3.5
2534,-7.71429,3.57143,-2.5
2535,-7.71429,3.57143,-2.14286
2536,-7.71429,3.57143,-1.78571
2537,-7.71429,3.57143,-1.42857
2538,-7.71429,3.57143,-1.07143
2539,-7.71429,3.57143,-0.714286
2540,-7.71429,3.57143,-0.357143
2541,-7.71429,3.57143,-0
2542,-7.71429,3.57143,0.357143
2543,-7.71429,3.57143,0.714286
2544,-7.71429,3.57143,1.07143
2545,-7.71429,3.57143,1.42857
2546,-7.71429,3.57143,1.78571
2547,-7.71429,3.57143,2.14286
2548,-7.71429,3.57143,2.5
2549,-7.71429,3.57143,3.5
2550,-7.71429,4.28571,-3.5
2551,-7.71429,4.28571,-2.5
2552,-7.71429,4.28571,-2.14286
2553,-7.71429,4.28571,-1.78571
2554,-7.71429,4.28571,-1.42857
2555,-7.71429,4.28571,-1.07143
2556,-7.71429,4.28571,-0.714286
2557,-7.71429,4.28571,-0.357143
2558,-7.71429,4.28571,-0
2559,-7.71429,4.28571,0.357143
2560,-7.71429,4.28571,0.714286
2561,-7.71429,4.28571,1.07143
2562,-7.71429,4.28571,1.42857
2563,-7.71429,4.28571,1.78571
2564,-7.71429,4.28571,2.14286
2565,-7.71429,4.28571,2.5
2566,-7.71429,4.28571,3.5
2567,-7.71429,5,-3.5
2568,-7.71429,5,-2.5
2569,-7.71429,5,-2.14286
2570,-7.71429,5,-1.78571
2571,-7.71429,5,-1.42857
2572,-7.71429,5,-1.07143
2573,-7.71429,5,-0.714286
2574,-7.71429,5,-0.357143
2575,-7.71429,5,-0
2576,-7.71429,5,0.357143
2577,-7.71429,5,0.714286
2578,-7.71429,5,1.07143
2579,-7.71429,5,1.42857
2580,-7.71429,5,1.78571
2581,-7.71429,5,2.14286
2582,-7.71429,5,2.5
2583,-7.71429,5,3.5
2584,-7.71429,6,-3.5
2585,-7.71429,6,-2.5
2586,-7.71429,6,-2.14286
2587,-7.71429,6,-1.78571
2588,-7.71429,6,-1.42857
2589,-7.71429,6,-1.07143
2590,-7.71429,6,-0.714286
2591,-7.71429,6,-0.357143
2592,-7.71429,6,-0
2593,-7.71429,6,0.357143
2594,-7.71429,6,0.714286
2595,-7.71429,6,1.07143
2596,-7.71429,6,1.42857
2597,-7.71429,6,1.78571
2598,-7.71429,6,2.14286
2599,-7.71429,6,2.5
2600,-7.71429,6,3.5
2601,-7,-6,-3.5
2602,-7,-6,-2.5
2603,-7,-6,-2.14286
2604,-7,-6,-1.78571
2605,-7,-6,-1.42857
2606,-7,-6,-1.07143
2607,-7,-6,-0.714286
2608,-7,-6,-0.357143
2609,-7,-6,-0
2610,-7,-6,0.357143
2611,-7,-6,0.714286
2612,-7,-6,1.07143
2613,-7,-6,1.42857
2614,-7,-6,1.78571
2615,-7,-6,2.14286
2616,-7,-6,2.5
2617,-7,-6,3.5
2618,-7,-5,-3.5
2619,-7,-5,-2.5
2620,-7,-5,-2.14286
2621,-7,-5,-1.78571
2622,-7,-5,-1.42857
2623,-7,-5,-1.07143
2624,-7,-5,-0.714286
2625,-7,-5,-0.357143
2626,-7,-5,-0
2627,-7,-5,0.357143
2628,-7,-5,0.714286
2629,-7,-5,1.07143
2630,-7,-5,1.42857
2631,-7,-5,1.78571
2632,-7,-5,2.14286
2633,-7,-5,2.5
2634,-7,-5,3.5
2635,-7,-4.28571,-3.5
2636,-7,-4.28571,-2.5
2637,-7,-4.28571,-2.14286
2638,-7,-4.28571,-1.78571
2639,-7,-4.28571,-1.42857
2640,-7,-4.28571,-1.07143
2641,-7,-4.28571,-0.714286
2642,-7,-4.28571,-0.357143
2643,-7,-4.28571,-0
2644,-7,-4.28571,0.357143
2645,-7,-4.28571,0.714286
2646,-7,-4.28571,1.07143
2647,-7,-4.28571,1.42857
2648,-7,-4.28571,1.78571
2649,-7,-4.28571,2.14286
2650,-7,-4.28571,2.5
2651,-7,-4.28571,3.5
2652,-7,-3.57143,-3.5
2653,-7,-3.57143,-2.5
2654,-7,-3.57143,-2.14286
2655,-7,-3.57143,-1.78571
2656,-7,-3.57143,-1.42857
2657,-7,-3.57143,-1.07143
2658,-7,-3.57143,-0.714286
2659,-7,-3.57143,-0.357143
2660,-7,-3.57143,-0
2661,-7,-3.57143,0.357143
2662,-7,-3.57143,0.714286
2663,-7,-3.57143,1.07143
2664,-7,-3.57143,1.42857
2665,-7,-3.57143,1.78571
2666,-7,-3.57143,2.14286
2667,-7,-3.57143,2.5
2668,-7,-3.57143,3.5
2669,-7,-2.85714,-3.5
2670,-7,-2.85714,-2.5
2671,-7,-2.85714,-2.14286
2672,-7,-2.85714,-1.78571
2673,-7,-2.85714,-1.42857
2674,-7,-2.85714,-1.07143
2675,-7,-2.85714,-0.714286
2676,-7,-2.85714,-0.357143
2677,-7,-2.85714,-0
2678,-7,-2.85714,0.357143
2679,-7,-2.85714,0.714286
2680,-7,-2.85714,1.07143
2681,-7,-2.85714,1.42857
2682,-7,-2.85714,1.78571
2683,-7,-2.85714,2.14286
