gid,x,y,z
6214,9.14286,-0,0.357143
6215,9.14286,-0,0.714286
6216,9.14286,-0,1.07143
6217,9.14286,-0,1.42857
6218,9.14286,-0,1.78571
6219,9.14286,-0,2.14286
6220,9.14286,-0,2.5
6221,9.14286,-0,3.5
6222,9.14286,0.714286,-3.5
6223,9.14286,0.714286,-2.5
6224,9.14286,0.714286,-2.14286
6225,9.14286,0.714286,-1.78571
6226,9.14286,0.714286,-1.42857
6227,9.14286,0.714286,-1.07143
6228,9.14286,0.714286,-0.714286
6229,9.14286,0.714286,-0.357143
6230,9.14286,0.714286,-0
6231,9.14286,0.714286,0.357143
6232,9.14286,0.714286,0.714286
6233,9.14286,0.714286,1.07143
6234,9.14286,0.714286,1.42857
6235,9.14286,0.714286,1.78571
6236,9.14286,0.714286,2.14286
6237,9.14286,0.714286,2.5
6238,9.14286,0.714286,3.5
6239,9.14286,1.42857,-3.5
6240,9.14286,1.42857,-2.5
6241,9.14286,1.42857,-2.14286
6242,9.14286,1.42857,-1.78571
6243,9.14286,1.42857,-1.42857
6244,9.14286,1.42857,-1.07143
6245,9.14286,1.42857,-0.714286
6246,9.14286,1.42857,-0.357143
6247,9.14286,1.42857,-0
6248,9.14286,1.42857,0.357143
6249,9.14286,1.42857,0.714286
6250,9.14286,1.42857,1.07143
6251,9.14286,1.42857,1.42857
6252,9.14286,1.42857,1.78571
6253,9.14286,1.42857,2.14286
6254,9.14286,1.42857,2.5
6255,9.14286,1.42857,3.5
6256,9.14286,2.14286,-3.5
6257,9.14286,2.14286,-2.5
6258,9.14286,2.14286,-2.14286
6259,9.14286,2.14286,-1.78571
6260,9.14286,2.14286,-1.42857
6261,9.14286,2.14286,-1.07143
6262,9.14286,2.14286,-0.714286
6263,9.14286,2.14286,-0.357143
6264,9.14286,2.14286,-0
6265,9.14286,2.14286,0.357143
6266,9.14286,2.14286,0.714286
6267,9.14286,2.14286,1.07143
6268,9.14286,2.14286,1.42857
6269,9.14286,2.14286,1.78571
6270,9.14286,2.14286,2.14286
6271,9.14286,2.14286,2.5
6272,9.14286,2.14286,3.5
6273,9.14286,2.85714,-3.5
6274,9.14286,2.85714,-2.5
6275,9.14286,2.85714,-2.14286
6276,9.14286,2.85714,-1.78571
6277,9.14286,2.85714,-1.42857
6278,9.14286,2.85714,-1.07143
6279,9.14286,2.85714,-0.714286
6280,9.14286,2.85714,-0.357143
6281,9.14286,2.85714,-0
6282,9.14286,2.85714,0.357143
6283,9.14286,2.85714,0.714286
6284,9.14286,2.85714,1.07143
6285,9.14286,2.85714,1.42857
6286,9.14286,2.85714,1.78571
6287,9.14286,2.85714,2.14286
6288,9.14286,2.85714,2.5
6289,9.14286,2.85714,3.5
6290,9.14286,3.57143,-3.5
6291,9.14286,3.57143,-2.5
6292,9.14286,3.57143,-2.14286
6293,9.14286,3.57143,-1.78571
6294,9.14286,3.57143,-1.42857
6295,9.14286,3.57143,-1.07143
6296,9.14286,3.57143,-0.714286
6297,9.14286,3.57143,-0.357143
6298,9.14286,3.57143,-0
6299,9.14286,3.57143,0.357143
6300,9.14286,3.57143,0.714286
6301,9.14286,3.57143,1.07143
6302,9.14286,3.57143,1.42857
6303,9.14286,3.57143,1.78571
6304,9.14286,3.57143,2.14286
6305,9.14286,3.57143,2.5
6306,9.14286,3.57143,3.5
6307,9.14286,4.28571,-3.5
6308,9.14286,4.28571,-2.5
6309,9.14286,4.28571,-2.14286
6310,9.14286,4.28571,-1.78571
6311,9.14286,4.28571,-1.42857
6312,9.14286,4.28571,-1.07143
6313,9.14286,4.28571,-0.714286
6314,9.14286,4.28571,-0.357143
6315,9.14286,4.28571,-0
6316,9.14286,4.28571,0.357143
6317,9.14286,4.28571,0.714286
6318,9.14286,4.28571,1.07143
6319,9.14286,4.28571,1.42857
6320,9.14286,4.28571,1.78571
6321,9.14286,4.28571,2.14286
6322,9.14286,4.28571,2.5
6323,9.14286,4.28571,3.5
6324,9.14286,5,-3.5
6325,9.14286,5,-2.5
6326,9.14286,5,-2.14286
6327,9.14286,5,-1.78571
6328,9.14286,5,-1.42857
6329,9.14286,5,-1.07143
6330,9.14286,5,-0.714286
6331,9.14286,5,-0.357143
6332,9.14286,5,-0
6333,9.14286,5,0.357143
6334,9.14286,5,0.714286
6335,9.14286,5,1.07143
6336,9.14286,5,1.42857
6337,9.14286,5,1.78571
6338,9.14286,5,2.14286
6339,9.14286,5,2.5
6340,9.14286,5,3.5
6341,9.14286,6,-3.5
6342,9.14286,6,-2.5
6343,9.14286,6,-2.14286
6344,9.14286,6,-1.78571
6345,9.14286,6,-1.42857
6346,9.14286,6,-1.07143
6347,9.14286,6,-0.714286
6348,9.14286,6,-0.357143
6349,9.14286,6,-0
6350,9.14286,6,0.357143
6351,9.14286,6,0.714286
6352,9.14286,6,1.07143
6353,9.14286,6,1.42857
6354,9.14286,6,1.78571
6355,9.14286,6,2.14286
6356,9.14286,6,2.5
6357,9.14286,6,3.5
6358,9.85714,-6,-3.5
6359,9.85714,-6,-2.5
6360,9.85714,-6,-2.14286
6361,9.85714,-6,-1.78571
6362,9.85714,-6,-1.42857
6363,9.85714,-6,-1.07143
6364,9.85714,-6,-0.714286
6365,9.85714,-6,-0.357143
6366,9.85714,-6,-0
6367,9.85714,-6,0.357143
6368,9.85714,-6,0.714286
6369,9.85714,-6,1.07143
6370,9.85714,-6,1.42857
6371,9.85714,-6,1.78571
6372,9.85714,-6,2.14286
6373,9.85714,-6,2.5
6374,9.85714,-6,3.5
6375,9.85714,-5,-3.5
6376,9.85714,-5,-2.5
6377,9.85714,-5,-2.14286
6378,9.85714,-5,-1.78571
6379,9.85714,-5,-1.42857
6380,9.85714,-5,-1.07143
6381,9.85714,-5,-0.714286
6382,9.85714,-5,-0.357143
6383,9.85714,-5,-0
6384,9.85714,-5,0.357143
6385,9.85714,-5,0.714286
6386,9.85714,-5,1.07143
6387,9.85714,-5,1.42857
6388,9.85714,-5,1.78571
6389,9.85714,-5,2.14286
6390,9.85714,-5,2.5
6391,9.85714,-5,3.5
6392,9.85714,-4.28571,-3.5
6393,9.85714,-4.28571,-2.5
6394,9.85714,-4.28571,-2.14286
6395,9.85714,-4.28571,-1.78571
6396,9.85714,-4.28571,-1.42857
6397,9.85714,-4.28571,-1.07143
6398,9.85714,-4.28571,-0.714286
6399,9.85714,-4.28571,-0.357143
6400,9.85714,-4.28571,-0
6401,9.85714,-4.28571,0.357143
6402,9.85714,-4.28571,0.714286
6403,9.85714,-4.28571,1.07143
6404,9.85714,-4.28571,1.42857
6405,9.85714,-4.28571,1.78571
6406,9.85714,-4.28571,2.14286
6407,9.85714,-4.28571,2.5
6408,9.85714,-4.28571,3.5
6409,9.85714,-3.57143,-3.5
6410,9.85714,-3.57143,-2.5
6411,9.85714,-3.57143,-2.14286
6412,9.85714,-3.57143,-1.78571
6413,9.85714,-3.57143,-1.42857
6414,9.85714,-3.57143,-1.07143
6415,9.85714,-3.57143,-0.714286
6416,9.85714,-3.57143,-0.357143
6417,9.85714,-3.57143,-0
6418,9.85714,-3.57143,0.357143
6419,9.85714,-3.57143,0.714286
6420,9.85714,-3.57143,1.07143
6421,9.85714,-3.57143,1.42857
6422,9.85714,-3.57143,1.78571
6423,9.85714,-3.57143,2.14286
6424,9.85714,-3.57143,2.5
6425,9.85714,-3.57143,3.5
6426,9.85714,-2.85714,-3.5
6427,9.85714,-2.85714,-2.5
6428,9.85714,-2.85714,-2.14286
6429,9.85714,-2.85714,-1.78571
6430,9.85714,-2.85714,-1.42857
6431,9.85714,-2.85714,-1.07143
6432,9.85714,-2.85714,-0.714286
6433,9.85714,-2.85714,-0.357143
6434,9.85714,-2.85714,-0
6435,9.85714,-2.85714,0.357143
6436,9.85714,-2.85714,0.714286
6437,9.85714,-2.85714,1.07143
6438,9.85714,-2.85714,1.42857
6439,9.85714,-2.85714,1.78571
6440,9.85714,-2.85714,2.14286
6441,9.85714,-2.85714,2.5
6442,9.85714,-2.85714,3.5
6443,9.85714,-2.14286,-3.5
6444,9.85714,-2.14286,-2.5
6445,9.85714,-2.14286,-2.14286
6446,9.85714,-2.14286,-1.78571
6447,9.85714,-2.14286,-1.42857
6448,9.85714,-2.14286,-1.07143
6449,9.85714,-2.14286,-0.714286
6450,9.85714,-2.14286,-0.357143
6451,9.85714,-2.14286,-0
6452,9.85714,-2.14286,0.357143
6453,9.85714,-2.14286,0.714286
6454,9.85714,-2.14286,1.07143
6455,9.85714,-2.14286,1.42857
6456,9.85714,-2.14286,1.78571
6457,9.85714,-2.14286,2.14286
6458,9.85714,-2.14286,2.5
6459,9.85714,-2.14286,3.5
6460,9.85714,-1.42857,-3.5
6461,9.85714,-1.42857,-2.5
6462,9.85714,-1.42857,-2.14286
6463,9.85714,-1.42857,-1.78571
6464,9.85714,-1.42857,-1.42857
6465,9.85714,-1.42857,-1.07143
6466,9.85714,-1.42857,-0.714286
6467,9.85714,-1.42857,-0.357143
6468,9.85714,-1.42857,-0
6469,9.85714,-1.42857,0.357143
6470,9.85714,-1.42857,0.714286
6471,9.85714,-1.42857,1.07143
6472,9.85714,-1.42857,1.42857
6473,9.85714,-1.42857,1.78571
6474,9.85714,-1.42857,2.14286
6475,9.85714,-1.42857,2.5
6476,9.85714,-1.42857,3.5
6477,9.85714,-0.714286,-3.5
6478,9.85714,-0.714286,-2.5
6479,9.85714,-0.714286,-2.14286
6480,9.85714,-0.714286,-1.78571
6481,9.85714,-0.714286,-1.42857
6482,9.85714,-0.714286,-1.07143
6483,9.85714,-0.714286,-0.714286
6484,9.85714,-0.714286,-0.357143
6485,9.85714,-0.714286,-0
6486,9.85714,-0.714286,0.357143
6487,9.85714,-0.714286,0.714286
6488,9.85714,-0.714286,1.07143
6489,9.85714,-0.714286,1.42857
6490,9.85714,-0.714286,1.78571
6491,9.85714,-0.714286,2.14286
6492,9.85714,-0.714286,2.5
6493,9.85714,-0.714286,3.5
6494,9.85714,-0,-3.5
6495,9.85714,-0,-2.5
6496,9.85714,-0,-2.14286
6497,9.85714,-0,-1.78571
6498,9.85714,-0,-1.42857
6499,9.85714,-0,-1.07143
6500,9.85714,-0,-0.714286
6501,9.85714,-0,-0.357143
6502,9.85714,-0,-0
6503,9.85714,-0,0.357143
6504,9.85714,-0,0.714286
6505,9.85714,-0,1.07143
6506,9.85714,-0,1.42857
6507,9.85714,-0,1.78571
6508,9.85714,-0,2.14286
6509,9.85714,-0,2.5
6510,9.85714,-0,3.5
6511,9.85714,0.714286,-3.5
6512,9.85714,0.714286,-2.5
6513,9.85714,0.714286,-2.14286
6514,9.85714,0.714286,-1.78571
6515,9.85714,0.714286,-1.42857
6516,9.85714,0.714286,-1.07143
6517,9.85714,0.714286,-0.714286
6518,9.85714,0.714286,-0.357143
6519,9.85714,0.714286,-0
6520,9.85714,0.714286,0.357143
6521,9.85714,0.714286,0.714286
6522,9.85714,0.714286,1.07143
6523,9.85714,0.714286,1.42857
6524,9.85714,0.714286,1.78571
6525,9.85714,0.714286,2.14286
6526,9.85714,0.714286,2.5
6527,9.85714,0.714286,3.5
6528,9.85714,1.42857,-3.5
6529,9.85714,1.42857,-2.5
6530,9.85714,1.42857,-2.14286
6531,9.85714,1.42857,-1.78571
6532,9.85714,1.42857,-1.42857
6533,9.85714,1.42857,-1.07143
6534,9.85714,1.42857,-0.714286
6535,9.85714,1.42857,-0.357143
6536,9.85714,1.42857,-0
6537,9.85714,1.42857,0.357143
6538,9.85714,1.42857,0.714286
6539,9.85714,1.42857,1.07143
6540,9.85714,1.42857,1.42857
6541,9.85714,1.42857,1.78571
6542,9.85714,1.42857,2.14286
6543,9.85714,1.42857,2.5
6544,9.85714,1.42857,3.5
6545,9.85714,2.14286,-3.5
6546,9.85714,2.14286,-2.5
6547,9.85714,2.14286,-2.14286
6548,9.85714,2.14286,-1.78571
6549,9.85714,2.14286,-1.42857
6550,9.85714,2.14286,-1.07143
6551,9.85714,2.14286,-0.714286
6552,9.85714,2.14286,-0.357143
6553,9.85714,2.14286,-0
6554,9.85714,2.14286,0.357143
6555,9.85714,2.14286,0.714286
6556,9.85714,2.14286,1.07143
6557,9.85714,2.14286,1.42857
6558,9.85714,2.14286,1.78571
6559,9.85714,2.14286,2.14286
6560,9.85714,2.14286,2.5
6561,9.85714,2.14286,3.5
6562,9.85714,2.85714,-3.5
6563,9.85714,2.85714,-2.5
6564,9.85714,2.85714,-2.14286
6565,9.85714,2.85714,-1.78571
6566,9.85714,2.85714,-1.42857
6567,9.85714,2.85714,-1.07143
6568,9.85714,2.85714,-0.714286
6569,9.85714,2.85714,-0.357143
6570,9.85714,2.85714,-0
6571,9.85714,2.85714,0.357143
6572,9.85714,2.85714,0.714286
6573,9.85714,2.85714,1.07143
6574,9.85714,2.85714,1.42857
6575,9.85714,2.85714,1.78571
6576,9.85714,2.85714,2.14286
6577,9.85714,2.85714,2.5
6578,9.85714,2.85714,3.5
6579,9.85714,3.57143,-3.5
6580,9.85714,3.57143,-2.5
6581,9.85714,3.57143,-2.14286
6582,9.85714,3.57143,-1.78571
6583,9.85714,3.57143,-1.42857
6584,9.85714,3.57143,-1.07143
6585,9.85714,3.57143,-0.714286
6586,9.85714,3.57143,-0.357143
6587,9.85714,3.57143,-0
6588,9.85714,3.57143,0.357143
6589,9.85714,3.57143,0.714286
6590,9.85714,3.57143,1.07143
6591,9.85714,3.57143,1.42857
6592,9.85714,3.57143,1.78571
6593,9.85714,3.57143,2.14286
6594,9.85714,3.57143,2.5
6595,9.85714,3.57143,3.5
6596,9.85714,4.28571,-3.5
6597,9.85714,4.28571,-2.5
6598,9.85714,4.28571,-2.14286
6599,9.85714,4.28571,-1.78571
6600,9.85714,4.28571,-1.42857
6601,9.85714,4.28571,-1.07143
6602,9.85714,4.28571,-0.714286
6603,9.85714,4.28571,-0.357143
6604,9.85714,4.28571,-0
6605,9.85714,4.28571,0.357143
6606,9.85714,4.28571,0.714286
6607,9.85714,4.28571,1.07143
6608,9.85714,4.28571,1.42857
6609,9.85714,4.28571,1.78571
6610,9.85714,4.28571,2.14286
6611,9.85714,4.28571,2.5
6612,9.85714,4.28571,3.5
6613,9.85714,5,-3.5
6614,9.85714,5,-2.5
6615,9.85714,5,-2.14286
6616,9.85714,5,-1.78571
6617,9.85714,5,-1.42857
6618,9.85714,5,-1.07143
6619,9.85714,5,-0.714286
6620,9.85714,5,-0.357143
6621,9.85714,5,-0
6622,9.85714,5,0.357143
6623,9.85714,5,0.714286
6624,9.85714,5,1.07143
6625,9.85714,5,1.42857
6626,9.85714,5,1.78571
6627,9.85714,5,2.14286
6628,9.85714,5,2.5
6629,9.85714,5,3.5
6630,9.85714,6,-3.5
6631,9.85714,6,-2.5
6632,9.85714,6,-2.14286
6633,9.85714,6,-1.78571
6634,9.85714,6,-1.42857
6635,9.85714,6,-1.07143
6636,9.85714,6,-0.714286
6637,9.85714,6,-0.357143
6638,9.85714,6,-0
6639,9.85714,6,0.357143
6640,9.85714,6,0.714286
6641,9.85714,6,1.07143
6642,9.85714,6,1.42857
6643,9.85714,6,1.78571
6644,9.85714,6,2.14286
6645,9.85714,6,2.5
6646,9.85714,6,3.5
6647,10.5714,-6,-3.5
6648,10.5714,-6,-2.5
6649,10.5714,-6,-2.14286
6650,10.5714,-6,-1.78571
6651,10.5714,-6,-1.42857
6652,10.5714,-6,-1.07143
6653,10.5714,-6,-0.714286
6654,10.5714,-6,-0.357143
6655,10.5714,-6,-0
6656,10.5714,-6,0.357143
6657,10.5714,-6,0.714286
6658,10.5714,-6,1.07143
6659,10.5714,-6,1.42857
6660,10.5714,-6,1.78571
6661,10.5714,-6,2.14286
6662,10.5714,-6,2.5
6663,10.5714,-6,3.5
6664,10.5714,-5,-3.5
6665,10.5714,-5,-2.5
6666,10.5714,-5,-2.14286
6667,10.5714,-5,-1.78571
6668,10.5714,-5,-1.42857
6669,10.5714,-5,-1.07143
6670,10.5714,-5,-0.714286
6671,10.5714,-5,-0.357143
6672,10.5714,-5,-0
6673,10.5714,-5,0.357143
6674,10.5714,-5,0.714286
6675,10.5714,-5,1.07143
6676,10.5714,-5,1.42857
6677,10.5714,-5,1.78571
6678,10.5714,-5,2.14286
6679,10.5714,-5,2.5
6680,10.5714,-5,3.5
6681,10.5714,-4.28571,-3.5
6682,10.5714,-4.28571,-2.5
6683,10.5714,-4.28571,-2.14286
6684,10.5714,-4.28571,-1.78571
6685,10.5714,-4.28571,-1.42857
6686,10.5714,-4.28571,-1.07143
6687,10.5714,-4.28571,-0.714286
6688,10.5714,-4.28571,-0.357143
6689,10.5714,-4.28571,-0
6690,10.5714,-4.28571,0.357143
6691,10.5714,-4.28571,0.714286
6692,10.5714,-4.28571,1.07143
6693,10.5714,-4.28571,1.42857
6694,10.5714,-4.28571,1.78571
6695,10.5714,-4.28571,2.14286
6696,10.5714,-4.28571,2.5
6697,10.5714,-4.28571,3.5
6698,10.5714,-3.57143,-3.5
6699,10.5714,-3.57143,-2.5
6700,10.5714,-3.57143,-2.14286
6701,10.5714,-3.57143,-1.78571
6702,10.5714,-3.57143,-1.42857
6703,10.5714,-3.57143,-1.07143
6704,10.5714,-3.57143,-0.714286
6705,10.5714,-3.57143,-0.357143
6706,10.5714,-3.57143,-0
6707,10.5714,-3.57143,0.357143
6708,10.5714,-3.57143,0.714286
6709,10.5714,-3.57143,1.07143
6710,10.5714,-3.57143,1.42857
6711,10.5714,-3.57143,1.78571
6712,10.5714,-3.57143,2.14286
6713,10.5714,-3.57143,2.5
6714,10.5714,-3.57143,3.5
6715,10.5714,-2.85714,-3.5
6716,10.5714,-2.85714,-2.5
6717,10.5714,-2.85714,-2.14286
6718,10.5714,-2.85714,-1.78571
6719,10.5714,-2.85714,-1.42857
6720,10.5714,-2.85714,-1.07143
6721,10.5714,-2.85714,-0.714286
6722,10.5714,-2.85714,-0.357143
6723,10.5714,-2.85714,-0
6724,10.5714,-2.85714,0.357143
6725,10.5714,-2.85714,0.714286
6726,10.5714,-2.85714,1.07143
6727,10.5714,-2.85714,1.42857
6728,10.5714,-2.85714,1.78571
6729,10.5714,-2.85714,2.14286
6730,10.5714,-2.85714,2.5
6731,10.5714,-2.85714,3.5
6732,10.5714,-2.14286,-3.5
6733,10.5714,-2.14286,-2.5
6734,10.5714,-2.14286,-2.14286
6735,10.5714,-2.14286,-1.78571
6736,10.5714,-2.14286,-1.42857
6737,10.5714,-2.14286,-1.07143
6738,10.5714,-2.14286,-0.714286
6739,10.5714,-2.14286,-0.357143
6740,10.5714,-2.14286,-0
6741,10.5714,-2.14286,0.357143
6742,10.5714,-2.14286,0.714286
6743,10.5714,-2.14286,1.07143
6744,10.5714,-2.14286,1.42857
6745,10.5714,-2.14286,1.78571
6746,10.5714,-2.14286,2.14286
6747,10.5714,-2.14286,2.5
6748,10.5714,-2.14286,3.5
6749,10.5714,-1.42857,-3.5
6750,10.5714,-1.42857,-2.5
6751,10.5714,-1.42857,-2.14286
6752,10.5714,-1.42857,-1.78571
6753,10.5714,-1.42857,-1.42857
6754,10.5714,-1.42857,-1.07143
6755,10.5714,-1.42857,-0.714286
6756,10.5714,-1.42857,-0.357143
6757,10.5714,-1.42857,-0
6758,10.5714,-1.42857,0.357143
6759,10.5714,-1.42857,0.714286
6760,10.5714,-1.42857,1.07143
6761,10.5714,-1.42857,1.42857
6762,10.5714,-1.42857,1.78571
6763,10.5714,-1.42857,2.14286
6764,10.5714,-1.42857,2.5
6765,10.5714,-1.42857,3.5
6766,10.5714,-0.714286,-3.5
6767,10.5714,-0.714286,-2.5
6768,10.5714,-0.714286,-2.14286
6769,10.5714,-0.714286,-1.78571
6770,10.5714,-0.714286,-1.42857
6771,10.5714,-0.714286,-1.07143
6772,10.5714,-0.714286,-0.714286
6773,10.5714,-0.714286,-0.357143
6774,10.5714,-0.714286,-0
6775,10.5714,-0.714286,0.357143
6776,10.5714,-0.714286,0.714286
6777,10.5714,-0.714286,1.07143
6778,10.5714,-0.714286,1.42857
6779,10.5714,-0.714286,1.78571
6780,10.5714,-0.714286,2.14286
6781,10.5714,-0.714286,2.5
6782,10.5714,-0.714286,3.5
6783,10.5714,-0,-3.5
6784,10.5714,-0,-2.5
6785,10.5714,-0,-2.14286
6786,10.5714,-0,-1.78571
6787,10.5714,-0,-1.42857
6788,10.5714,-0,-1.07143
6789,10.5714,-0,-0.714286
6790,10.5714,-0,-0.357143
6791,10.5714,-0,-0
6792,10.5714,-0,0.357143
6793,10.5714,-0,0.714286
6794,10.5714,-0,1.07143
6795,10.5714,-0,1.42857
6796,10.5714,-0,1.78571
6797,10.5714,-0,2.14286
6798,10.5714,-0,2.5
6799,10.5714,-0,3.5
6800,10.5714,0.714286,-3.5
6801,10.5714,0.714286,-2.5
6802,10.5714,0.714286,-2.14286
6803,10.5714,0.714286,-1.78571
6804,10.5714,0.714286,-1.42857
6805,10.5714,0.714286,-1.07143
6806,10.5714,0.714286,-0.714286
6807,10.5714,0.714286,-0.357143
6808,10.5714,0.714286,-0
6809,10.5714,0.714286,0.357143
6810,10.5714,0.714286,0.714286
6811,10.5714,0.714286,1.07143
6812,10.5714,0.714286,1.42857
6813,10.5714,0.714286,1.78571
6814,10.5714,0.714286,2.14286
6815,10.5714,0.714286,2.5
6816,10.5714,0.714286,3.5
6817,10.5714,1.42857,-3.5
6818,10.5714,1.42857,-2.5
6819,10.5714,1.42857,-2.14286
6820,10.5714,1.42857,-1.78571
6821,10.5714,1.42857,-1.42857
6822,10.5714,1.42857,-1.07143
6823,10.5714,1.42857,-0.714286
6824,10.5714,1.42857,-0.357143
6825,10.5714,1.42857,-0
6826,10.5714,1.42857,0.357143
6827,10.5714,1.42857,0.714286
6828,10.5714,1.42857,1.07143
6829,10.5714,1.42857,1.42857
6830,10.5714,1.42857,1.78571
6831,10.5714,1.42857,2.14286
6832,10.5714,1.42857,2.5
6833,10.5714,1.42857,3.5
6834,10.5714,2.14286,-3.5
6835,10.5714,2.14286,-2.5
6836,10.5714,2.14286,-2.14286
6837,10.5714,2.14286,-1.78571
6838,10.5714,2.14286,-1.42857
6839,10.5714,2.14286,-1.07143
6840,10.5714,2.14286,-0.714286
6841,10.5714,2.14286,-0.357143
6842,10.5714,2.14286,-0
6843,10.5714,2.14286,0.357143
6844,10.5714,2.14286,0.714286
6845,10.5714,2.14286,1.07143
6846,10.5714,2.14286,1.42857
6847,10.5714,2.14286,1.78571
6848,10.5714,2.14286,2.14286
6849,10.5714,2.14286,2.5
6850,10.5714,2.14286,3.5
6851,10.5714,2.85714,-3.5
6852,10.5714,2.85714,-2.5
6853,10.5714,2.85714,-2.14286
6854,10.5714,2.85714,-1.78571
6855,10.5714,2.85714,-1.42857
6856,10.5714,2.85714,-1.07143
6857,10.5714,2.85714,-0.714286
6858,10.5714,2.85714,-0.357143
6859,10.5714,2.85714,-0
6860,10.5714,2.85714,0.357143
6861,10.5714,2.85714,0.714286
6862,10.5714,2.85714,1.07143
6863,10.5714,2.85714,1.42857
6864,10.5714,2.85714,1.78571
6865,10.5714,2.85714,2.14286
6866,10.5714,2.85714,2.5
6867,10.5714,2.85714,3.5
6868,10.5714,3.57143,-3.5
6869,10.5714,3.57143,-2.5
6870,10.5714,3.57143,-2.14286
6871,10.5714,3.57143,-1.78571
6872,10.5714,3.57143,-1.42857
6873,10.5714,3.57143,-1.07143
6874,10.5714,3.57143,-0.714286
6875,10.5714,3.57143,-0.357143
6876,10.5714,3.57143,-0
6877,10.5714,3.57143,0.357143
6878,10.5714,3.57143,0.714286
6879,10.5714,3.57143,1.07143
6880,10.5714,3.57143,1.42857
6881,10.5714,3.57143,1.78571
6882,10.5714,3.57143,2.14286
6883,10.5714,3.57143,2.5
6884,10.5714,3.57143,3.5
6885,10.5714,4.28571,-3.5
6886,10.5714,4.28571,-2.5
6887,10.5714,4.28571,-2.14286
6888,10.5714,4.28571,-1.78571
6889,10.5714,4.28571,-1.42857
6890,10.5714,4.28571,-1.07143
6891,10.5714,4.28571,-0.714286
6892,10.5714,4.28571,-0.357143
6893,10.5714,4.28571,-0
6894,10.5714,4.28571,0.357143
6895,10.5714,4.28571,0.714286
6896,10.5714,4.28571,1.07143
6897,10.5714,4.28571,1.42857
6898,10.5714,4.28571,1.78571
6899,10.5714,4.28571,2.14286
6900,10.5714,4.28571,2.5
6901,10.5714,4.28571,3.5
6902,10.5714,5,-3.5
6903,10.5714,5,-2.5
6904,10.5714,5,-2.14286
6905,10.5714,5,-1.78571
6906,10.5714,5,-1.42857
6907,10.5714,5,-1.07143
6908,10.5714,5,-0.714286
6909,10.5714,5,-0.357143
6910,10.5714,5,-0
6911,10.5714,5,0.357143
6912,10.5714,5,0.714286
6913,10.5714,5,1.07143
6914,10.5714,5,1.42857
6915,10.5714,5,1.78571
6916,10.5714,5,2.14286
6917,10.5714,5,2.5
6918,10.5714,5,3.5
6919,10.5714,6,-3.5
6920,10.5714,6,-2.5
6921,10.5714,6,-2.14286
6922,10.5714,6,-1.78571
6923,10.5714,6,-1.42857
6924,10.5714,6,-1.07143
6925,10.5714,6,-0.714286
6926,10.5714,6,-0.357143
6927,10.5714,6,-0
6928,10.5714,6,0.357143
6929,10.5714,6,0.714286
6930,10.5714,6,1.07143
6931,10.5714,6,1.42857
6932,10.5714,6,1.78571
6933,10.5714,6,2.14286
6934,10.5714,6,2.5
6935,10.5714,6,3.5
6936,11.2857,-6,-3.5
6937,11.2857,-6,-2.5
6938,11.2857,-6,-2.14286
6939,11.2857,-6,-1.78571
6940,11.2857,-6,-1.42857
6941,11.2857,-6,-1.07143
6942,11.2857,-6,-0.714286
6943,11.2857,-6,-0.357143
6944,11.2857,-6,-0
6945,11.2857,-6,0.357143
6946,11.2857,-6,0.714286
6947,11.2857,-6,1.07143
6948,11.2857,-6,1.42857
6949,11.2857,-6,1.78571
6950,11.2857,-6,2.14286
6951,11.2857,-6,2.5
6952,11.2857,-6,3.5
6953,11.2857,-5,-3.5
6954,11.2857,-5,-2.5
6955,11.2857,-5,-2.14286
6956,11.2857,-5,-1.78571
6957,11.2857,-5,-1.42857
6958,11.2857,-5,-1.07143
6959,11.2857,-5,-0.714286
6960,11.2857,-5,-0.357143
6961,11.2857,-5,-0
6962,11.2857,-5,0.357143
6963,11.2857,-5,0.714286
6964,11.2857,-5,1.07143
6965,11.2857,-5,1.42857
6966,11.2857,-5,1.78571
6967,11.2857,-5,2.14286
6968,11.2857,-5,2.5
6969,11.2857,-5,3.5
6970,11.2857,-4.28571,-3.5
6971,11.2857,-4.28571,-2.5
6972,11.2857,-4.28571,-2.14286
6973,11.2857,-4.28571,-1.78571
6974,11.2857,-4.28571,-1.42857
6975,11.2857,-4.28571,-1.07143
6976,11.2857,-4.28571,-0.714286
6977,11.2857,-4.28571,-0.357143
6978,11.2857,-4.28571,-0
6979,11.2857,-4.28571,0.357143
6980,11.2857,-4.28571,0.714286
6981,11.2857,-4.28571,1.07143
6982,11.2857,-4.28571,1.42857
6983,11.2857,-4.28571,1.78571
6984,11.2857,-4.28571,2.14286
6985,11.2857,-4.28571,2.5
6986,11.2857,-4.28571,3.5
6987,11.2857,-3.57143,-3.5
6988,11.2857,-3.57143,-2.5
6989,11.2857,-3.57143,-2.14286
6990,11.2857,-3.57143,-1.78571
6991,11.2857,-3.57143,-1.42857
6992,11.2857,-3.57143,-1.07143
6993,11.2857,-3.57143,-0.714286
6994,11.2857,-3.57143,-0.357143
6995,11.2857,-3.57143,-0
6996,11.2857,-3.57143,0.357143
6997,11.2857,-3.57143,0.714286
6998,11.2857,-3.57143,1.07143
6999,11.2857,-3.57143,1.42857
7000,11.2857,-3.57143,1.78571
7001,11.2857,-3.57143,2.14286
7002,11.2857,-3.57143,2.5
7003,11.2857,-3.57143,3.5
7004,11.2857,-2.85714,-3.5
