H_eV,T_noC,T_withC
-9.502024e-01,0.000000e+00,0.000000e+00
-9.477024e-01,0.000000e+00,0.000000e+00
-9.452024e-01,0.000000e+00,0.000000e+00
-9.427024e-01,0.000000e+00,0.000000e+00
-9.402024e-01,0.000000e+00,0.000000e+00
-9.377024e-01,0.000000e+00,0.000000e+00
-9.352024e-01,0.000000e+00,0.000000e+00
-9.327024e-01,0.000000e+00,0.000000e+00
-9.302024e-01,0.000000e+00,0.000000e+00
-9.277024e-01,0.000000e+00,0.000000e+00
-9.252024e-01,0.000000e+00,0.000000e+00
-9.227024e-01,0.000000e+00,0.000000e+00
-9.202024e-01,0.000000e+00,0.000000e+00
-9.177024e-01,0.000000e+00,0.000000e+00
-9.152024e-01,0.000000e+00,0.000000e+00
-9.127024e-01,0.000000e+00,0.000000e+00
-9.102024e-01,0.000000e+00,0.000000e+00
-9.077024e-01,0.000000e+00,0.000000e+00
-9.052024e-01,0.000000e+00,0.000000e+00
-9.027024e-01,0.000000e+00,0.000000e+00
-9.002024e-01,0.000000e+00,0.000000e+00
-8.977024e-01,0.000000e+00,0.000000e+00
-8.952024e-01,0.000000e+00,0.000000e+00
-8.927024e-01,0.000000e+00,0.000000e+00
-8.902024e-01,0.000000e+00,0.000000e+00
-8.877024e-01,0.000000e+00,0.000000e+00
-8.852024e-01,0.000000e+00,0.000000e+00
-8.827024e-01,0.000000e+00,0.000000e+00
-8.802024e-01,0.000000e+00,0.000000e+00
-8.777024e-01,0.000000e+00,0.000000e+00
-8.752024e-01,0.000000e+00,0.000000e+00
-8.727024e-01,0.000000e+00,0.000000e+00
-8.702024e-01,0.000000e+00,0.000000e+00
-8.677024e-01,0.000000e+00,0.000000e+00
-8.652024e-01,0.000000e+00,0.000000e+00
-8.627024e-01,0.000000e+00,0.000000e+00
-8.602024e-01,0.000000e+00,0.000000e+00
-8.577024e-01,0.000000e+00,0.000000e+00
-8.552024e-01,0.000000e+00,0.000000e+00
-8.527024e-01,0.000000e+00,0.000000e+00
-8.502024e-01,0.000000e+00,0.000000e+00
-8.477024e-01,0.000000e+00,0.000000e+00
-8.452024e-01,0.000000e+00,0.000000e+00
-8.427024e-01,0.000000e+00,0.000000e+00
-8.402024e-01,0.000000e+00,0.000000e+00
-8.377024e-01,0.000000e+00,0.000000e+00
-8.352024e-01,0.000000e+00,0.000000e+00
-8.327024e-01,0.000000e+00,0.000000e+00
-8.302024e-01,0.000000e+00,0.000000e+00
-8.277024e-01,0.000000e+00,0.000000e+00
